"WorkerID","Visualization","StartCond","CompletionTime","StimID","Ratio","Staircase","ResponseTime","Response","Correct","Confidence","SimulatedConfidence","ExpectedConfidence"
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,43843,-6.9064,1,120500,"increase",TRUE,76,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,380559,-4.6882,1,21865,"increase",TRUE,87,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,183058,4.7691,2,4290,"steady",TRUE,73,3.825,3.825
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,769701,4.6882,1,8133,"steady",TRUE,78,3.825,3.825
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,56497,-4.6882,1,5017,"increase",TRUE,88,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,775919,8.3363,3,4755,"steady",TRUE,87,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,141612,4.7691,2,4056,"steady",TRUE,67,3.825,3.825
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,145656,2.4704,1,3714,"increase",FALSE,67,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,85506,-5.4707,1,5212,"increase",TRUE,92,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,156066,5.4707,1,3473,"steady",TRUE,76,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,169738,5.4707,1,4282,"steady",TRUE,64,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,13892,-3.2525,1,3386,"increase",TRUE,90,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,45939,-4.7691,2,4174,"increase",TRUE,72,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,156160,3.1226,2,3739,"steady",TRUE,78,64.703,64.4979
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,191338,3.1226,2,3361,"steady",TRUE,81,64.703,64.4979
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,2339,-3.1226,2,4580,"increase",TRUE,82,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,761512,8.4402,3,4876,"steady",TRUE,84,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,163235,3.2525,1,3740,"steady",TRUE,74,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,119305,3.2525,1,4018,"steady",TRUE,70,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,43761,-1.0344,1,4884,"increase",TRUE,65,64.6235,64.5881
"d29885953a5e5329d66fb537880a5fc1","c","c",1354020,769186,1.4761,2,4064,"increase",FALSE,61,64.703,64.703
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,357142,-8.6799,3,266838,"increase",TRUE,90,77.677,76.865
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,300858,-8.1609,3,3377,"increase",TRUE,89,77.677,77.184
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,783025,4.0003,1,6268,"steady",TRUE,74,75.0143,77.677
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,379053,-8.3919,3,3965,"increase",TRUE,95,77.677,72.623
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,752320,4.0003,2,6902,"steady",TRUE,78,75.0143,77.677
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,778374,4.0003,2,3753,"steady",TRUE,72,75.0143,77.677
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,81112,-4.0003,2,3417,"increase",TRUE,88,77.677,75.8278
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,52005,-2.3539,2,4682,"steady",FALSE,67,76.855,75.801
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,73759,-4.0003,1,5423,"increase",TRUE,70,77.677,75.8278
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,180210,4.0003,1,4568,"steady",TRUE,66,77.677,75.8278
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,734958,1.7822,1,4571,"steady",TRUE,74,75.4898,75.8418
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,792229,5.3537,2,4267,"steady",TRUE,77,77.677,72.952
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,395436,1.7822,1,4324,"steady",TRUE,76,75.4898,75.8418
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,75088,-5.3537,2,3474,"increase",TRUE,92,77.677,77.0777
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,62279,-5.3537,2,3589,"increase",TRUE,95,3.825,3.825
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,35525,-1.7822,1,4137,"steady",FALSE,70,77.677,73.685
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,369312,-3.7073,2,4160,"increase",TRUE,87,77.521,75.115
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,396182,-3.7073,2,3566,"steady",FALSE,70,77.521,75.115
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,368228,-7.979,3,3394,"increase",TRUE,93,77.677,77.0938
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,399457,-6.7077,2,9448,"increase",TRUE,84,77.677,76.706
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,777206,4.7821,1,4409,"increase",FALSE,57,77.677,77.081
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,318522,-9.2125,3,72975,"increase",TRUE,89,77.677,77.677
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,99000,-7.7798,1,3914,"steady",FALSE,71,77.677,75.4135
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,46045,-6.7086,2,4962,"increase",TRUE,90,77.677,76.489
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,317677,-9.6968,1,68415,"increase",TRUE,88,77.677,75.9288
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,135117,9.3064,1,3814,"steady",TRUE,74,77.677,76.2157
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,345450,-9.1911,3,4168,"increase",TRUE,90,77.677,77.677
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,110112,6.7079,2,3255,"steady",TRUE,69,3.825,3.825
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,718192,5.0614,2,3111,"steady",TRUE,77,77.677,75.9061
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,762637,5.0614,2,3804,"steady",TRUE,80,77.677,75.9061
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,731412,9.126,1,3314,"steady",TRUE,87,77.677,76.68
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,20423,-5.0614,2,3052,"increase",TRUE,94,77.677,74.9557
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,326178,-3.4149,2,3510,"increase",TRUE,77,75.281,76.419
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,798077,6.9071,1,37270,"steady",TRUE,78,77.677,76.6113
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,184422,6.9064,1,4581,"steady",TRUE,85,77.677,77.677
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,789568,8.4438,3,4196,"steady",TRUE,75,77.677,74.4143
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,357662,-8.5297,3,3496,"increase",TRUE,91,77.677,77.677
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,338851,-3.4149,2,3681,"increase",TRUE,77,75.281,76.419
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,335674,-3.4149,2,4447,"increase",TRUE,79,75.281,76.419
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,43843,-6.9064,1,4418,"increase",TRUE,62,77.677,77.677
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,380559,-4.6882,1,3692,"increase",TRUE,86,77.677,74.689
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,166471,1.7685,2,3792,"steady",TRUE,74,75.3696,76.6345
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,769701,4.6882,1,2902,"steady",TRUE,80,3.825,3.825
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,56497,-4.6882,1,3239,"increase",TRUE,85,77.677,76.6786
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,775919,8.3363,3,4425,"steady",TRUE,85,77.677,77.3467
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,112959,1.7685,2,3627,"steady",TRUE,67,3.825,3.825
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,145656,2.4704,1,4091,"increase",FALSE,82,77.1956,76.0082
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,85506,-5.4707,1,3246,"increase",TRUE,91,77.677,75.6682
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,156066,5.4707,1,3517,"steady",TRUE,78,77.677,75.6682
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,169738,5.4707,1,3640,"steady",TRUE,76,77.677,76.682
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,13892,-3.2525,1,3791,"increase",TRUE,85,75.4992,77.677
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,84968,-1.7685,2,14885,"increase",TRUE,94,3.825,3.825
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,786299,0.12199,2,4169,"increase",FALSE,88,75.0045,75.3725
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,114926,3.1219,2,4200,"increase",FALSE,87,76.0913,75.8578
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,15117,-6.1217,2,3733,"increase",TRUE,77,77.677,76.0005
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,785098,9.1079,3,4012,"steady",TRUE,74,77.677,76.2897
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,163235,3.2525,1,3347,"steady",TRUE,84,77.677,75.987
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,119305,3.2525,1,3464,"steady",TRUE,66,77.677,75.987
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,43761,-1.0344,1,3707,"increase",TRUE,76,69.2588,75.3158
"d29885953a5e5329d66fb537880a5fc1","h","c",684131,194142,6.1217,2,3737,"increase",FALSE,64,77.677,75.952
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,759730,8.6589,3,15267,"increase",FALSE,77,82.667,63.645
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,718531,4.0003,1,10988,"increase",FALSE,93,77.9322,73.7592
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,752320,4.0003,2,18126,"steady",TRUE,52,77.9322,73.7592
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,778374,4.0003,2,11200,"steady",TRUE,57,77.9322,73.7592
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,67121,-7.0002,1,5240,"increase",TRUE,100,82.667,74.1386
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,783025,4.0003,2,4669,"steady",TRUE,67,77.9322,73.7592
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,351431,-7,1,7277,"increase",TRUE,88,3.825,3.825
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,132237,6.9995,1,17636,"steady",TRUE,82,82.667,76.8407
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,708502,4.7813,1,9210,"steady",TRUE,85,81.6083,78.1457
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,68458,-4.7813,1,4294,"increase",TRUE,76,3.825,3.825
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,141279,4.7813,1,3915,"steady",TRUE,57,3.825,3.825
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,52005,-2.3539,2,4679,"increase",TRUE,95,68.9035,77.8043
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,300858,-8.1609,3,5443,"increase",TRUE,96,82.667,72.0446
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,783877,2.5632,1,4427,"increase",FALSE,69,78.4971,75.4342
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,68740,-5.5631,1,4310,"increase",TRUE,97,81.0244,74.2299
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,19778,-2.3539,2,5195,"increase",TRUE,82,68.9035,77.8043
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,63060,-5.5631,1,3823,"increase",TRUE,88,81.0244,74.2299
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,124417,2.3539,2,3657,"steady",TRUE,63,74.0183,72.4333
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,108236,5.5631,1,4452,"steady",TRUE,85,82.667,74.2479
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,4962,-0.70738,2,4869,"increase",TRUE,71,64.1306,74.1134
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,82109,-0.70738,2,4605,"increase",TRUE,85,64.1306,74.1134
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,130461,3.3449,1,4659,"steady",TRUE,63,76.6671,75.8353
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,197444,3.3449,1,4347,"steady",TRUE,71,76.6671,75.8353
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,148927,0.70738,2,5152,"increase",FALSE,71,69.8334,75.7141
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,318522,-9.2125,3,3716,"increase",TRUE,95,82.667,76.6026
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,189607,3.3449,1,6585,"steady",TRUE,60,76.6671,75.8353
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,368228,-7.979,3,4140,"increase",TRUE,88,82.667,75.9303
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,781224,3.7073,2,5884,"steady",TRUE,77,79.3387,79.473
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,760306,3.7073,2,11408,"steady",TRUE,65,79.3387,79.473
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,57397,-3.7073,2,3810,"increase",TRUE,80,77.301,75.243
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,357142,-8.6799,3,3270,"increase",TRUE,91,82.667,73.2402
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,330698,-2.0608,2,8601,"steady",FALSE,50,75.1944,77.3488
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,775919,8.3363,3,4351,"steady",TRUE,100,82.667,78.3732
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,43933,-5.0607,2,4188,"increase",TRUE,97,81.0063,76.7106
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,146367,5.0607,2,4278,"steady",TRUE,56,76.679,78.409
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,357662,-8.5297,3,5425,"increase",TRUE,100,82.667,71.164
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,189499,1.1268,1,4184,"steady",TRUE,79,3.825,3.825
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,91755,-5.0607,2,4346,"increase",TRUE,90,81.0063,76.7106
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,728161,3.4142,2,4502,"steady",TRUE,61,77.2013,79.8678
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,59642,-3.4142,2,6642,"increase",TRUE,86,77.677,82.667
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,191948,3.4142,2,4423,"steady",TRUE,73,77.677,82.667
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,18804,-1.1268,1,4515,"increase",TRUE,86,3.825,3.825
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,52713,-1.1268,1,9737,"increase",TRUE,67,3.825,3.825
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,789568,8.4438,3,5256,"steady",TRUE,100,82.667,74.2797
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,359873,-1.0914,1,5623,"increase",TRUE,67,63.705,74.0946
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,116031,1.0914,1,7119,"steady",TRUE,75,3.825,3.825
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,31039,-1.7677,2,4882,"increase",TRUE,85,66.2359,75.1873
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,34099,-1.7677,2,6431,"steady",FALSE,60,66.2359,75.1873
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,82800,-1.0914,1,4653,"increase",TRUE,72,3.825,3.825
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,104538,4.7676,2,7006,"steady",TRUE,90,80.2077,75.1768
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,758553,1.1268,1,6742,"steady",TRUE,60,59.713,82.667
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,376817,-1.1268,1,12403,"increase",TRUE,73,69.4682,72.51
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,345450,-9.1911,3,5598,"increase",TRUE,95,82.667,79.4627
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,369814,-1.1268,1,4628,"increase",TRUE,77,69.4682,72.51
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,109878,1.0914,1,9946,"steady",TRUE,74,3.825,3.825
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,179333,4.7676,2,5428,"steady",TRUE,81,80.2077,75.1768
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,761512,8.4402,3,4817,"steady",TRUE,98,82.667,80.3407
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,87050,-1.0914,1,4645,"increase",TRUE,91,3.825,3.825
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,170648,1.0914,1,6696,"steady",TRUE,63,3.825,3.825
"b2e96295725c83e7578df443c1e78bb3","c","c",378382,38911,-4.7676,2,5064,"increase",TRUE,91,80.2077,75.1768
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,785098,9.1079,3,39356,"steady",TRUE,56,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,783025,4.0003,1,10617,"steady",TRUE,56,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,724078,4.0003,2,11349,"steady",TRUE,59,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,778374,4.0003,2,7281,"steady",TRUE,82,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,73759,-4.0003,1,4536,"increase",TRUE,91,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,718531,4.0003,2,4244,"steady",TRUE,95,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,81112,-4.0003,1,5967,"increase",TRUE,96,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,734958,1.7822,1,3835,"steady",TRUE,81,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,395436,1.7822,1,3970,"steady",TRUE,74,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,35525,-1.7822,1,5941,"increase",TRUE,79,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,326678,0.43598,1,6475,"increase",FALSE,85,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,52005,-2.3539,2,5383,"increase",TRUE,89,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,379053,-8.3919,3,3958,"increase",TRUE,97,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,122428,3.4359,1,5277,"steady",TRUE,68,3.825,3.825
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,77164,-3.4359,1,16273,"increase",TRUE,92,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,19778,-2.3539,2,13558,"increase",TRUE,89,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,77589,-3.4359,1,3887,"increase",TRUE,88,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,124417,2.3539,2,11119,"steady",TRUE,75,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,733384,1.2177,1,6413,"increase",FALSE,55,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,4962,-0.70738,2,8141,"increase",TRUE,82,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,82109,-0.70738,2,5207,"increase",TRUE,91,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,751363,4.2176,1,6036,"steady",TRUE,82,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,728692,4.2176,1,5740,"steady",TRUE,92,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,148927,0.70738,2,5580,"increase",FALSE,77,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,345450,-9.1911,3,4727,"increase",TRUE,92,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,744037,4.2176,1,4652,"steady",TRUE,83,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,300858,-8.1609,3,6600,"increase",TRUE,98,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,781224,3.7073,2,6996,"steady",TRUE,76,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,760306,3.7073,2,7093,"steady",TRUE,90,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,57397,-3.7073,2,31668,"increase",TRUE,86,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,357662,-8.5297,3,4436,"increase",TRUE,96,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,330698,-2.0608,2,4436,"increase",TRUE,75,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,318522,-9.2125,3,3189,"increase",TRUE,91,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,316796,-2.0608,2,4141,"increase",TRUE,78,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,105931,2.0608,2,4299,"steady",TRUE,87,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,357142,-8.6799,3,4231,"increase",TRUE,97,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,726836,1.9998,1,6997,"steady",TRUE,71,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,303770,-0.41432,2,6140,"steady",FALSE,75,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,728161,3.4142,2,4761,"steady",TRUE,85,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,59642,-3.4142,2,4311,"increase",TRUE,90,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,191948,3.4142,2,5835,"steady",TRUE,62,53.725,53.725
"b2e96295725c83e7578df443c1e78bb3","h","c",428232,334790,-2.0002,1,18194,"increase",TRUE,86,3.825,3.825
